Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
203,Keysher Fuller,"DF,MF",cr Costa Rica,27,1.cr Herediano,1994,3,3,253,2.8,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.5,1,2,5,0.36,0.00,0.36,0.36,0.36,0.14,0.05,0.19,0.14,0.19,Matches
204,Niclas Füllkrug,FW,de Germany,29,1.de Werder Bremen,1993,3,0,69,0.8,2,1,3,2,0,0,0,0,2.2,2.2,0.6,2.8,1,1,10,2.61,1.30,3.91,2.61,3.91,2.86,0.76,3.62,2.86,3.62,Matches
205,Rogelio Funes Mori,FW,mx Mexico,31,1.mx Monterrey,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,1.23,0.00,1.23,1.23,1.23,Matches
206,Cody Gakpo,"FW,MF",nl Netherlands,23,1.nl PSV Eindhoven,1999,5,5,450,5.0,3,0,3,3,0,0,0,0,0.3,0.3,0.6,0.9,14,11,27,0.60,0.00,0.60,0.60,0.60,0.06,0.12,0.18,0.06,0.18,Matches
207,Hernán Galíndez,GK,ec Ecuador,35,1.ec SD Aucas,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
208,Jesús Gallardo,DF,mx Mexico,27,1.mx Monterrey,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,7,14,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
209,Idrissa Gana Gueye,MF,sn Senegal,32,1.eng Everton,1989,3,3,270,3.0,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,6,10,8,0.00,0.00,0.00,0.00,0.00,0.11,0.03,0.14,0.11,0.14,Matches
210,Gavi,MF,es Spain,17,1.es Barcelona,2004,4,4,284,3.2,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,6,10,23,0.32,0.00,0.32,0.32,0.32,0.04,0.03,0.07,0.04,0.07,Matches
211,Sultan Al-Ghanam,"DF,MF",sa Saudi Arabia,28,1.sa Al-Nassr,1994,3,1,126,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,4,5,11,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17,Matches
212,Nader Ghandri,DF,tn Tunisia,27,1.tn Club Africain,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
213,Saman Ghoddos,MF,ir IR Iran,28,1.eng Brentford,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,7,0.00,0.00,0.00,0.00,0.00,0.36,0.05,0.41,0.36,0.41,Matches
214,Ali Gholizadeh,"MF,FW",ir IR Iran,26,1.be Charleroi,1996,3,2,199,2.2,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,4,5,11,0.00,0.45,0.45,0.00,0.45,0.01,0.07,0.09,0.01,0.09,Matches
215,Matthias Ginter,DF,de Germany,28,1.de Freiburg,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Olivier Giroud,FW,fr France,35,1.it Milan,1986,6,6,419,4.7,4,0,4,4,0,0,1,0,3.4,3.4,0.1,3.5,1,9,10,0.86,0.00,0.86,0.86,0.86,0.72,0.03,0.76,0.72,0.76,Matches
217,Kamil Glik,DF,pl Poland,34,2.it Benevento,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
218,Serge Gnabry,"FW,MF",de Germany,26,1.de Bayern Munich,1995,3,3,263,2.9,1,1,2,1,0,0,0,0,1.1,1.1,1.5,2.6,4,7,25,0.34,0.34,0.68,0.34,0.68,0.37,0.51,0.88,0.37,0.88,Matches
219,Diego Godín,DF,uy Uruguay,36,1.ar Vélez Sarsfield,1986,2,2,151,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
220,Maxi Gómez,FW,uy Uruguay,25,1.tr Trabzonspor,1996,2,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
221,Papu Gómez,"MF,FW",ar Argentina,34,1.es Sevilla,1988,2,2,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
222,Shūichi Gonda,GK,jp Japan,33,1.jp S-Pulse,1989,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Craig Goodwin,MF,au Australia,30,1.au Adelaide,1991,4,3,234,2.6,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.9,3,10,15,0.38,0.38,0.77,0.38,0.77,0.11,0.25,0.36,0.11,0.36,Matches
224,Leon Goretzka,MF,de Germany,27,1.de Bayern Munich,1995,3,2,159,1.8,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,4,2,2,0.00,0.00,0.00,0.00,0.00,0.26,0.01,0.27,0.26,0.27,Matches
225,Mario Götze,MF,de Germany,30,1.de Eint Frankfurt,1992,2,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,2,6,0.00,0.00,0.00,0.00,0.00,0.21,0.29,0.50,0.21,0.50,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
226,Jack Grealish,FW,eng England,26,1.eng Manchester City,1995,5,0,86,1.0,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.8,4,7,12,1.05,0.00,1.05,1.05,1.05,0.69,0.12,0.81,0.69,0.81,Matches
227,Antoine Griezmann,MF,fr France,31,1.es Atlético Madrid,1991,7,6,537,6.0,0,3,3,0,0,0,1,0,0.7,0.7,3.1,3.8,10,36,31,0.00,0.50,0.50,0.00,0.50,0.11,0.52,0.63,0.11,0.63,Matches
228,Kamil Grosicki,MF,pl Poland,34,1.pl Pogoń Szczecin,1988,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,1.69,1.69,0.00,1.69,Matches
229,Carlos Gruezo,MF,ec Ecuador,27,1.de Augsburg,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
230,Marko Grujić,MF,rs Serbia,26,1.pt Porto,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,1,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
231,Andrés Guardado,MF,mx Mexico,35,1.es Betis,1986,1,1,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
232,Nemanja Gudelj,"MF,DF",rs Serbia,30,1.es Sevilla,1991,2,1,92,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
233,Cho Gue-sung,FW,kr Korea Republic,24,1.kr Jeonbuk Hyundai,1998,4,3,275,3.1,2,0,2,2,0,0,1,0,1.1,1.1,0.0,1.1,0,4,13,0.65,0.00,0.65,0.65,0.65,0.35,0.01,0.36,0.35,0.36,Matches
234,Mattéo Guendouzi,"FW,MF",fr France,23,1.fr Marseille,1999,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
235,Raphaël Guerreiro,DF,pt Portugal,28,1.de Dortmund,1993,4,3,279,3.1,1,2,3,1,0,0,0,0,0.4,0.4,0.5,0.9,10,13,20,0.32,0.65,0.97,0.32,0.97,0.14,0.17,0.30,0.14,0.30,Matches
236,Pape Gueye,MF,sn Senegal,23,1.fr Marseille,1999,3,1,153,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,7,4,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.18,0.06,0.18,Matches
237,Bruno Guimarães,MF,br Brazil,24,1.eng Newcastle Utd,1997,2,0,69,0.8,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,2,8,3,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.92,0.92,0.92,Matches
238,İlkay Gündoğan,MF,de Germany,31,1.eng Manchester City,1990,3,3,189,2.1,1,0,1,0,1,1,0,0,1.1,0.4,0.1,0.5,3,24,6,0.48,0.00,0.48,0.00,0.00,0.54,0.05,0.60,0.17,0.22,Matches
239,Erick Gutiérrez,MF,mx Mexico,26,1.nl PSV Eindhoven,1995,1,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
240,Joško Gvardiol,DF,hr Croatia,20,1.de RB Leipzig,2002,7,7,690,7.7,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.2,11,32,4,0.13,0.00,0.13,0.13,0.13,0.02,0.01,0.03,0.02,0.03,Matches
241,Asiri Haitham,FW,sa Saudi Arabia,21,2.sa Al-Ahli,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
242,Ehsan Hajsafi,"MF,DF",ir IR Iran,32,1.gr AEK Athens,1990,3,3,237,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,7,8,5,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.15,0.06,0.15,Matches
243,Achraf Hakimi,DF,ma Morocco,23,1.fr Paris S-G,1998,7,7,631,7.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,10,20,24,0.00,0.14,0.14,0.00,0.14,0.02,0.07,0.09,0.02,0.09,Matches
244,Abderrazak Hamdallah,FW,ma Morocco,31,1.sa Al-Ittihad,1990,4,0,68,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,0,5,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52,0.52,0.52,Matches
245,Abdelkarim Hassan,DF,qa Qatar,28,1.qa Al Sadd,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,14,11,5,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.11,0.10,0.11,Matches
246,Ali Al Hassan,MF,sa Saudi Arabia,25,1.sa Al-Nassr,1997,1,1,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
247,Abdulaziz Hatem,MF,qa Qatar,31,1.qa Al Rayyan SC,1990,3,2,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
248,Kai Havertz,FW,de Germany,23,1.eng Chelsea,1999,2,1,102,1.1,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.6,1,4,8,1.76,0.00,1.76,1.76,1.76,1.19,0.17,1.36,1.19,1.36,Matches
249,Hassan Al-Haydos,MF,qa Qatar,31,1.qa Al Sadd,1990,3,3,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,12,8,0.00,0.00,0.00,0.00,0.00,0.01,0.27,0.27,0.01,0.27,Matches
250,Eden Hazard,MF,be Belgium,31,1.es Real Madrid,1991,3,2,124,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,7,7,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
251,Thorgan Hazard,FW,be Belgium,29,1.de Dortmund,1993,2,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,1.3,1.3,1,4,13,0.00,0.00,0.00,0.00,0.00,0.00,1.07,1.07,0.00,1.07,Matches
252,Hwang Hee-chan,"MF,FW",kr Korea Republic,26,1.eng Wolves,1996,2,1,115,1.3,1,0,1,1,0,0,1,0,0.9,0.9,0.0,1.0,7,3,16,0.78,0.00,0.78,0.78,0.78,0.72,0.03,0.75,0.72,0.75,Matches
253,Jordan Henderson,MF,eng England,31,1.eng Liverpool,1990,4,3,271,3.0,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,2,16,13,0.33,0.00,0.33,0.33,0.33,0.06,0.11,0.16,0.06,0.16,Matches
254,Wayne Hennessey,GK,wls Wales,35,1.eng Nott'ham Forest,1987,2,2,175,1.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
255,Lucas Hernández,DF,fr France,26,1.de Bayern Munich,1996,1,1,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
256,Theo Hernández,DF,fr France,24,1.it Milan,1997,6,5,508,5.6,1,2,3,1,0,0,1,0,0.4,0.4,1.2,1.6,18,23,33,0.18,0.35,0.53,0.18,0.53,0.07,0.22,0.29,0.07,0.29,Matches
257,Héctor Herrera,MF,mx Mexico,32,1.us Houston Dynamo,1990,2,2,160,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
258,Son Heung-min,"FW,MF",kr Korea Republic,29,1.eng Tottenham,1992,4,4,360,4.0,0,1,1,0,0,0,0,0,0.4,0.4,1.0,1.4,12,8,33,0.00,0.25,0.25,0.00,0.25,0.11,0.24,0.35,0.11,0.35,Matches
259,Piero Hincapié,DF,ec Ecuador,20,1.de Leverkusen,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
260,Jonas Hofmann,FW,de Germany,29,1.de Gladbach,1992,2,0,30,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,1,3,0.00,0.00,0.00,0.00,0.00,0.82,0.16,0.98,0.82,0.98,Matches
261,Junior Hoilett,"FW,MF",ca Canada,32,2.eng Reading,1990,3,2,161,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,5,6,8,0.00,0.00,0.00,0.00,0.00,0.08,0.21,0.28,0.08,0.28,Matches
262,Martin Hongla,MF,cm Cameroon,24,1.it Hellas Verona,1998,2,2,121,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,4,4,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
263,Ricardo Horta,FW,pt Portugal,27,1.pt Braga,1994,3,1,119,1.3,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.8,2,3,9,0.76,0.00,0.76,0.76,0.76,0.58,0.05,0.63,0.58,0.63,Matches
264,Hossein Hosseini,GK,ir IR Iran,29,1.ir Esteghlal,1992,2,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
265,Majid Hosseini,DF,ir IR Iran,25,1.tr Kayserispor,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
266,Ajdin Hrustic,"MF,FW",au Australia,25,1.it Hellas Verona,1996,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
267,Atiba Hutchinson,MF,ca Canada,39,1.tr Beşiktaş,1983,3,2,159,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,15,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
268,Pierre Højbjerg,MF,dk Denmark,26,1.eng Tottenham,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,29,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
269,Romario Ibarra,MF,ec Ecuador,27,1.mx Pachuca,1994,2,1,68,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,5,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches
270,Ivan Ilić,MF,rs Serbia,21,1.it Hellas Verona,2001,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
271,Hwang In-beom,MF,kr Korea Republic,25,1.gr Olympiacos,1996,4,4,334,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,37,6,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
272,Jackson Irvine,"MF,FW",au Australia,29,2.de St. Pauli,1993,4,4,354,3.9,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2,17,5,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.14,0.13,0.14,Matches
273,Ko Itakura,DF,jp Japan,25,1.de Gladbach,1997,3,3,270,3.0,0,1,1,0,0,0,2,0,0.2,0.2,0.1,0.2,3,5,1,0.00,0.33,0.33,0.00,0.33,0.05,0.03,0.08,0.05,0.08,Matches
274,Hiroki Ito,DF,jp Japan,23,1.de Stuttgart,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
275,Junya Ito,"MF,FW",jp Japan,29,1.fr Reims,1993,4,3,324,3.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,9,4,19,0.00,0.28,0.28,0.00,0.28,0.05,0.07,0.12,0.05,0.12,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
276,Yahya Jabrane,MF,ma Morocco,30,1.ma Wydad AC,1991,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
277,Nicolas Jackson,FW,sn Senegal,20,1.es Villarreal,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
278,Lee Jae-sung,"MF,FW",kr Korea Republic,29,1.de Mainz 05,1992,3,3,211,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,10,14,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
279,Alireza Jahanbakhsh,MF,ir IR Iran,28,1.nl Feyenoord,1993,2,1,59,0.7,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,3,5,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches
280,Kristijan Jakić,FW,hr Croatia,25,1.de Eint Frankfurt,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
281,Ismail Jakobs,DF,sn Senegal,22,1.fr Monaco,1999,4,3,278,3.1,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,6,9,4,0.00,0.32,0.32,0.00,0.32,0.00,0.11,0.11,0.00,0.11,Matches
282,Abolfazl Jalali,DF,ir IR Iran,23,1.ir Esteghlal,1998,1,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
283,Daniel James,"FW,MF",wls Wales,24,1.eng Fulham,1997,3,2,154,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,10,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
284,Vincent Janssen,FW,nl Netherlands,27,1.be Antwerp,1994,2,1,86,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,3,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,Matches
285,Ardon Jashari,FW,ch Switzerland,19,1.ch Luzern,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
286,Issam Jebali,FW,tn Tunisia,30,1.dk Odense,1991,3,2,182,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,2,0,11,0.00,0.00,0.00,0.00,0.00,0.26,0.08,0.34,0.26,0.34,Matches
287,Artur Jędrzejczyk,DF,pl Poland,34,1.pl Legia Warsaw,1987,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
288,Mathias Jensen,MF,dk Denmark,26,1.eng Brentford,1996,2,1,84,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,1,5,8,0.00,0.00,0.00,0.00,0.00,0.11,0.38,0.50,0.11,0.50,Matches
289,Gabriel Jesus,FW,br Brazil,25,1.eng Arsenal,1997,3,1,93,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,1,7,6,0.00,0.00,0.00,0.00,0.00,0.35,0.23,0.58,0.35,0.58,Matches
290,Raúl Jiménez,FW,mx Mexico,31,1.eng Wolves,1991,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
291,Kim Jin-su,DF,kr Korea Republic,30,1.kr Jeonbuk Hyundai,1992,4,4,315,3.5,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,2,8,15,0.00,0.29,0.29,0.00,0.29,0.09,0.17,0.27,0.09,0.27,Matches
292,Brennan Johnson,"FW,MF",wls Wales,21,1.eng Nott'ham Forest,2001,3,0,91,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,0,5,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
293,Alistair Johnston,DF,ca Canada,23,1.us CF Montréal,1998,3,3,270,3.0,0,0,0,0,0,0,1,0,0.8,0.8,0.2,1.0,2,14,6,0.00,0.00,0.00,0.00,0.00,0.27,0.06,0.33,0.27,0.33,Matches
294,Frenkie de Jong,MF,nl Netherlands,25,1.es Barcelona,1997,5,5,475,5.3,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,7,26,8,0.19,0.19,0.38,0.19,0.38,0.18,0.04,0.22,0.18,0.22,Matches
295,Luuk de Jong,FW,nl Netherlands,31,1.nl PSV Eindhoven,1990,1,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,4,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches
296,Luka Jović,FW,rs Serbia,24,1.it Fiorentina,1997,1,0,36,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,1,0,3,0.00,0.00,0.00,0.00,0.00,0.13,0.40,0.53,0.13,0.53,Matches
297,Son Jun-ho,"MF,DF",kr Korea Republic,30,1.cn Shandong Taishan,1992,3,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
298,Vinicius Júnior,FW,br Brazil,21,1.es Real Madrid,2000,4,4,299,3.3,1,2,3,1,0,0,0,0,1.0,1.0,0.7,1.7,18,4,42,0.30,0.60,0.90,0.30,0.90,0.30,0.20,0.50,0.30,0.50,Matches
299,Josip Juranović,DF,hr Croatia,26,1.sct Celtic,1995,6,6,600,6.7,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.4,15,34,38,0.00,0.15,0.15,0.00,0.15,0.01,0.05,0.06,0.01,0.06,Matches
300,Daichi Kamada,"FW,MF",jp Japan,25,1.de Eint Frankfurt,1996,4,4,322,3.6,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.7,5,13,15,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.19,0.18,0.19,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
301,Jakub Kamiński,MF,pl Poland,20,1.de Wolfsburg,2002,4,2,233,2.6,0,0,0,0,0,0,0,0,0.4,0.3,0.2,0.5,3,0,13,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.23,0.10,0.19,Matches
302,Hossein Kanaanizadegan,DF,ir IR Iran,28,1.qa Al Ahli SC,1994,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
303,Harry Kane,FW,eng England,28,1.eng Tottenham,1993,5,5,402,4.5,2,3,5,1,1,2,0,0,2.7,1.1,1.5,2.6,7,18,24,0.45,0.67,1.12,0.22,0.90,0.60,0.33,0.93,0.25,0.58,Matches
